text,y
아이스아메리카노를 구하기가 쉽지 않았는데,1
커피부심이 상당해서,4
정체모를 커피를 당당히 줌,1
이마음 내마음,1
믿거나 말거나한 시작과 함께,2
슬픈 사연이 있었음,1
이아저씨가 얼마나 똑똑한지,3
아주 생생한 모습으로,4
워낙 넓은데다가,3
더워서,1
설명이라도 안들으면,1
유명한,3
귀한 석고,3
사람이 어찌나 많은지,0
내가 이걸 보고온건지,1
무지 몹시 뜨겁기 때문에,0
두구두구 정말 궁금했던,2
마치 한국 여행사들과 독점계약이라도 한듯한,1
올 에이시안 식당풍경이 불안에 휩싸이게 함,1
얄팍한 플라스틱 스퓬,1
근데 식전빵은 많이 준다고해도,1
우리 투어에 밥을 건너뛴 사람이 있었는데,1
가볍게 간식 싸오고,1
가장 별로였음,0
또 이용하라면 굶겠음,1
정말 다 보이고,3
좋음,3
기가맥힌 선곡 리스트로,3
분위기 업업,4
날씨가 좋아서,3
성.공,3
어메이징.......,3
여기를 당일치기로 왔다니,3
물건 훔쳐가는 것도 걱정이긴한데,1
볕이 워낙 뜨거우니,0
돌맹이 밟는 순간 화상직전ㅋㅋ,0
뜬금없는 모래 한복판에,2
넘나 알뜰한것,3
생각보다 물살이 세다,1
뭐 하나는 꼭 사게되더라,3
향이 넘 좋고,4
맛만볼꺼라면 저길 이용하삼,3
다양하게 있심,3
아우 시원함,4
날씨에 딱임,3
일정 빡셈,1
완.전.강.추,4
건조해서 미치는줄알았는데,1
이 크림이 살렸음,3
패키지부터 기대되는구나,3
캐비어답게 몸값나가주시는,3
유분 충만한,3
고보습,3
너무 쫀쫀하면 바르기 부담스러울 때가 있는데,1
안그라쥬,3
이 유분기가 좋더라,3
알랍,3
색도 그렇고,3
믿고쓰는,3
매끈!,3
끈적이지 않는 유분이랄까,3
하긴 캐비어가 괜히 캐비어인가,3
겨울에 쓰면 더 완벽할듯!,4
만족스러웠던,3
(만만해서) 또 왔네?,3
여기가 지나갈 수 밖에 없는 길 위라 그런듯,2
무난무난하긴 하지,3
모든게 다 무난해서,3
싱하는 그나마 괜찮았는데,3
저ㅓ칼스버그가 작년에 들어왔나,1
뭔가 오래된 맛,1
정말 한결같다,4
정감간다,3
모양이 달라졌으니 좋다고해야하니,3
하늘이 넘 예쁨,4
내사랑 쏨땀이랑 어묵튀김을,4
쏨땀이 좀 뭔가 더 시원했으면 좋겠어,1
다 미지근하니,1
꼬막이 있는데 원따봉,3
7년 전 분위기나,2
나름 가게..인데,1
밖에서 하는 것 보단 덜 챙피하다는 장점이 있음,3
이동네 가격은 다 비슷함,2
두시간은 개뿔!,1
나중엔 못할 것 같다..,1
다음에 같은 장소 여행가면,3
워낙 작아서,0
시내에서 그다지 멀진 않다.,3
이런 못배워 처먹은 놈들때문에 짜증나 죽는줄.,0
길거리에 나다니는 남자놈들 교양이라곤 없어보였다.,1
물론 화이트 트래쉬도 많지만,1
늬들때매 파리가 이리된거아니여-_-,1
위치는 별로지만,1
환승없이 많은 곳 갈수 있고,3
저렴해서,3
드나들기 불편할수도 있다는점.,1
방은 상당히 좁아서,0
침대는 깨끗하고,3
편안했다.,3
무지 깨끗하다.,4
쾌적하다는 느낌을 받았다.,3
"국,반찬과 메인메뉴는 다 맛있었다.",3
미역국은 주 메뉴인것 같다.,2
식사는 가장 큰 장점이다.,4
새벽에 들어오기는 좀 그렇다.,1
남은 밥마저 먹을수 없었던 우리는 설움이 ㅋㅋㅋ,0
나뿐만 아니라 여행객들도 그렇게 느꼈으니....,1
여기도 당연히 그럴 줄 알았지만,3
분위기상 안될게 분명했다.,1
제대로 된 식사를 못해서,1
돈낭비한느낌...,1
먹는것에 인색하다는 느낌을 받아서,1
정은 딱히 느낄 수 없었다.,1
괜찮을것 같다.,3
정말 그리웠는데,4
반가운 독일행 :),3
미련이 많이 남았다.,0
왕복 티켓 79~80만원에 득템 !!,4
어메니티도 좋았고,3
비행기도 그다지 좁지 않은 편이었다.,3
최신영화 많고~,3
일반 가격이라면,1
비행시간 길어도 너무 길어서 ㅠ_ㅠ,0
그럭저럭 견딜만 했다.,3
정말 맛 없었다 ㅠ ㅠ,0
닛신에서 나온 컵누들이라 맛은 보장!,3
양은 좀 적었지만 ㅎㅎ,1
보기엔 뭐 괜찮아 보이는데,3
이제껏 먹은 기내식중 가장 별로 ㅠ ㅠ,0
역시 좋군 :^),4
삼계죽보다 훨씬 나았다..,4
소스가 짰고,1
밥이 먹고싶었다.,1
기내식은 삼계탕만 아니었다면 중상은 됐을듯,1
엄청나게 긴 비행을,0
진짜 맛있게 잘 먹었다.,4
종종 춥고 비가 올 것이라고 예상했는데,1
아주 sunny,4
bright,3
무지 더웠던 날..,0
진짜 살이 익는줄 ㅠㅠ,0
무엇을 먹을지 한참 고민하다,0
생면 파스타라 아주 쫄깃하고,4
완전 맛있었다!,4
생각보다 비싸지도 않고,3
양도 엄청 많아서,4
조금 남길 수 밖에 없었지만 ㅎㅎㅎ,2
시티에도 사실 별 것 없지만,3
주택가보단 낫다,3
귀여운 동물들과 새들이 있는,3
진짜 귀여웠던 부엉이 !!!!,4
한마리 가지고싶었다 꺄,4
호감도 하락 ㅠㅠ,0
귀여운 꽃사슴 밤비 !!!!! *-*,4
버팔로는 진짜 무슨 아프로나 레게머리 한 거대한 흑인같은 이미지..,2
예쁜 사슴들,3
도도하면서,3
늠름해보였던 부엉이,3
작품 그자체..,4
조물주가 참 아름답게도 만드셨구나 하는 생각이 들었다.,4
우연만으로 절대 저렇게 생길수가 없어..,3
자연에 한번 더 감탄 :),4
여행지로 비추랍니다!,1
귀여운 동물친구들을 보고싶다면 오세요 :3,3
USB-C 타입으로도 충전할수있다는,4
"편의성도 그대로 가지고 있고,",4
비교적 얇은 두께 역시 그대로입니다.,3
프리미엄 디자인을 완성하였음,4
그 내구성도 뛰어나다는 것이죠,4
덕분에 팜레스트에 흠집이나,3
새로운 느낌을 줄 듯 합니다.,3
"최근 유행하는 디자인 트렌드에 맞게,",3
베젤 두께 역시 상당히 얇은 모습입니다.,4
무엇보다도 놀라운점은,4
태블릿 모드로 사용 가능하다는 점이죠,3
덕분에 필기하거나 그림 그리기,4
프리미엄급,3
완벽에 가까운 모습입니다.,4
부드럽고,3
자연스럽게 마감되어 있습니다.,3
확실히,4
얇고,4
가볍게 느껴지더라구요,3
보안적인면에도,3
6만원이라는 가격에도 나쁘지 않은,3
단선도 잘 안 당하는,3
극강 케이블인 점도,4
강점.,4
재밌다고 입소문 나있고,3
믿고보는,3
역시 연기 넘 잘하는 ㅜㅜ,4
밉지 않은 악역 역할을,3
너무 잘 소화했어요..!!!!!!!,4
통쾌한,3
좀 더 재미있었음.,4
제 평점 9.5,3
재밌긴한데,3
또라이로 나오는것 같아서,1
억지스러운 느낌을 받아서,1
웃기게 나와서,3
빵 터진,3
감초역할을 해주는,3
``어이가없네`` 는 베테랑에 나오는 대사인데 ㅋㅋㅋㅋㅋ,4
완죤 웃겨요.,4
선악 역할이 다 잘 어울리는 것 같아요,4
잘생김 묻음ㅜㅜ,4
킬링타임 영화로 좋았습니다.,3
평점은 8점 드릴께용,3
★★★★☆,3
내용이 상당히 엽기적이에요.,0
잔인+성인개그+욕+병맛의 집합체,0
오프닝 장면부터가 웃기고,3
참신한 시도가 많아요.,3
심하게 인간적인 모습.,1
그냥 우리와 똑같은 일반인 느낌ㅋㅋ?,2
다 실천함 ㅇㅇ..,3
관용? 자비? 같은건 음.슴..,1
살짝 지나친?ㅋㅋ,1
악당인지 착한 놈인지 헷깔릴 정도.,1
유쾌한 마음으로,3
생각없이 보기 좋아요.,3
매력적인 캐릭터임에,3
틀림없더라구요.ㅋㅋ,4
너무 말이 많은 것만 뻬면...,1
저렴한 느낌을 주는 개그들이,1
그닥 취향은 아닐 것 같아요.,1
킹스맨 교회씬 같은 느낌ㅋㅋ,2
못볼 정도의 잔인은 아니고,2
살짝 병맛이라,1
어이없는데,1
잔인한.,0
웃기긴 한데,3
내용전개는 단순하면서도,1
좀 억지스럽고,1
완성도가 떨어지는 느낌?,1
평소에 보던 것 과는 다르게,3
특이한,3
킬링타임용으로 한번쯤 보기에는 손색없는 것 같아요.,3
노잼...,1
내용전개가 너무 뻔하고,0
추리하는 과정이 너무 평탄하고,1
놀라는 장면도 없고,1
재밌게 진행될 것 같았는데,3
살인사건이 일어날 때 까지만 재밌고,3
그 후로는 계속 그저그럼ㅋ,1
러닝타임도 짧은 편이었던 것 같아요,1
관객들이 아 재미없다 하면서 나감,1
제 평점은 6점,1
동성애 캐미가 가득하지만,0
너무나 완벽해서,4
어디 하나 손댈 곳 없는,4
10점짜리,4
"현실적인 결말,",3
"아름다운 장면들,",3
캐릭터 성격 설정과,4
담담하게 표현되어서,3
몰입감과 감동이 버무려진,4
직접적으로 야하지는 않지만,2
야해요,2
배경이 넘넘 이뻐서,4
여행가고 싶어짐-,3
너무나 매력적인 캐릭터로 그려진,4
위화감이 없는?,3
수줍은,2
사춘기 소녀같은 모습이,2
이상하게... 공감되요 ㅋㅋㅋㅋㅋㅋㅋㅋ,4
제가 좋아하는 알렉산더 스카스가드 배우 이미지랑 겹쳐서,3
보는 내내 눈이 행복했음 *_*ㅋㅋㅋㅋ,4
대사나 배경 장면들도,3
스릴 넘치는 -_-,4
감정을 직접적으로 표현하지 않아서,3
더 재밌는듯-,4
그들의 마음에,4
꼬옥 영화관에서 보세요 *_*,4
멜로영화 중에 제일 인상깊게 보았던,4
왕 자리를 내주어야 할 것 같음!,4
피식하고 웃게 되는,3
개그 부분이 많았어요.,3
귀여운 느낌?ㅋㅋㅋㅋㅋ,4
멕시코 사람도 엄청 웃겨여..,4
기차 액션씬이 음층 웃긴데ㅋㅋ,4
신선해서,3
즐거웠어요.,3
느낌은 재밌는데,3
뭔가 아쉬운 느낌,1
개연성이 부족한 느낌이 들었어요.,1
내용의 당위성이 부족한 것 같은ㅋㅋ,0
좀 뜬금없달까,1
가볍게 킬링타임용으로 볼만 했어요,3
엄청 기대를 가지진 말고 보시면 괜찮을듯 :),3
"삼풍백화점, 세월호가 떠오르는 내용.",2
제 평점은 7.8점 드려요,2
내용은 매우 뻔하더라구요,0
예고편에서 보여지는게 전부.,1
뻔한 포멧일 것이 눈에 보이는,1
공포 심리 같은게 표현이 잘 되고,3
답답한 현실 풍자를 잘 했더라구요.,3
일반 국민의 입장에서 생각해보게 되더라구요,3
연기가 갑이더라구요,3
평범한 소시민 역할이 위화감이 없었음,3
터널도 실제로 붕괴되듯 아찔,3
터널 지날 때 뭔가 천장을 유심히 바라보게 됨 ㅋ.ㅋ,4
표현이 더 잘된 느낌?ㅋㅋㅋ,4
영화관에서 보기엔 조금 돈아까워서,1
너무 휴먼드라마적인 느낌,0
훨씬 재미있음.,4
몰입도도 괜찮고,3
한번 볼만한,3
예측가능한 내용인게,1
아쉬웠다,1
킬링타임용으로 추천,3
제 평점은 7점,2
어쩔 수 없이 강철비 본건데,1
위로해주듯(?),3
맥주를 무료로 받았당ㅋㅋ,4
재밌는,3
러닝타임이 너무 길어서,0
지루했어요,1
언제끝나냐 싶을 때 끝나더라구요,1
내용이 뭔가 루즈하고,1
재미없었음,1
죽는 장면만 스릴있고,3
재미있고,3
산부인과 장면에서 소소하게 재밌었고,3
끝 ㅋ,1
킬링타임용으로는,1
길고,1
진지해서,1
킬링느낌이 안남...,1
한반도 평화에 대해 생각해보게 만드는,3
유치하다고,1
신과함께보다 더 재밌다는,4
기대했는데,3
개인적으론 쏘쏘,2
연기는 괜찮았당,3
좋아해서,3
영화내용은 예고편 내용이 전부였지만,1
너무나도 예측가능한 스토리인데도 불구하고,3
가슴따뜻해서,3
나쁘지 않았던,3
뭔가 위안부 할머니들에 대해서도,3
약간의 개그 + 감동이 잘 섞여있었다.,3
혹성탈출보단 훨씬 잼썼당ㅋㅋ,4
나의 평점은 7.7,3
오랜만에 스크린에 나오는 것 같아서.,3
클래식이 생각나는 영화인 것 같아서-,3
영화 당신거기있어줄래요? 랑,2
좀 더 잔잔하고,4
살짝 지루하다 생각될 쯤에 영화가 끝났음,1
너무 예쁘게 나와서,4
눈이 가는,3
전체적인 색감과 배경이 되게 이뻤다,4
너무 인위적으로 모든게 예쁜동화처럼,0
작위적인 느낌을 받기는 했다.,1
우는 사람들도 있던데,3
내용이 넘 교과서적으로,0
예측가능해서,1
나는 울어야할 포인트를 못잡겠던데..,1
따뜻한,3
좋았다,3
저런 것이야 말로 순수한 사랑의 의미,3
아이를 키움에서 느끼는 행복이지 않을까,3
주인공들은 행복했을거야,3
7.9점-,3
다만 저번편 보다,1
겁나 잼쪄 까진 아니고,2
비급영화,1
병맛컨셉,1
시청 잘 했구여..,3
평점은 7.8으로 내릴게오,2
2보다 1이 잼썼는데,3
마찬가지구낭,1
뭐 이런 영화도 있는거니까,1
ㅎㅎㅎ,1
한국에서 인기 많은,4
자유로운 문화를 가진 바쁘게 돌아가는 미국 회사의 모습과,3
눈이 즐거운 앤 해서웨이 패션이,3
더 돋보이는,4
기자랑 평론가 평점은 왜인지 모르겠으나 6점대인데,1
관람객 평점은 9점.,3
저는 10점 드려요 ㅋㅋ,4
너무 웃기지도 너무 잔잔하지도 않고,3
지루하지도 않고,3
딱 적당!,4
여유와,3
관용이 있는,3
클래식한 신사 역할이,3
잘 어울리더라구요.,4
캐미가 잘 맞는 것 같았어요,4
도도한 표정,3
귀엽ㅋㅋㅋㅋㅋ,4
러블리하고,4
이쁜데,3
옷도 너무 이뻐요ㅠㅠ,4
편안한 캐쥬얼 느낌과,3
시크한 느낌이,3
좋더라구요,3
그것도 너무 섹시하고,4
이뻐요ㅠㅠ,4
진짜 잘 어울리더라구요,4
아메리칸 클래식 같은 느낌....!!!,2
보고오세용~~~~,4
뭔가 신선해보이고,3
워낙 이쁘니깐 ..,4
기대지수도 높고,3
예고편은 있어보이고..,3
재미없다는 말이 하도 많아서,0
조선마술사 노잼이 왜 연관검색어 중에 제일 먼저 뜨는지 알게 한,1
몰입이 1도 안되고,0
내용이 엄청 유치하고,0
엄청난 발연기에,0
그닥...,1
대사도 거의 없고,1
캐릭터도 전혀 매력없고,0
평면적이고,1
장면들이 자연스럽게 이어지지 않고,1
뚝뚝 끊기는 느낌?,1
이상하게,3
이 끝은 어디인가,2
갈수록 더 유치하고,0
헛웃음만 나와서,1
도저히 안되겠다 싶어서,0
껐어요...ㅋㅋㅋㅋㅋ,0
죽는 장면도 뜬금 없어요,1
대사가 너무 이쁘다 인가 ㄷㄷ,1
슬픈 장면인데,2
코미디 같은 느낌...,1
이건 뭐지? 싶었어요,1
내용이 신선하니까,3
뒤로갈수록 ..,1
언제까지 봐야 하나 싶어서,0
평점 1점 드립니다,0
킬링타임으로도 아까우니까,1
비추천 드립니다.,1
그.. 유명한 호스트바...!!!,4
다시 맛보고 싶은 메뉴중 하나랍니다!,3
정말 큰,4
전망대엔 사람이 정말 많았지만,0
사진도 많이 남길 수 있어서,3
꼬옥 한 번 들려보시는것을 추천드리고 싶어요~,4
정말 다양한,4
군것질거리가 공존했던,3
거리 음식을 먹을때까진 좋았지만..,3
중국식 식당에 들어가니... 도저히...ㅎㅎㅎㅎ;;,0
일본에 오면 일식을 먹읍시다...!,1
한국인으로써 방문하고 싶지 않은,1
아픈 역사를 돌아보는 것도,3
좋은 경험이고,3
공부가 되지 않을 것 같단 생각이 들어,3
소원들 읽는 재미도 쏠쏠했답니다.,3
이 곳에 한글로 소원을 적은 사람들은,1
이런 씁쓸한 기분도 들었답니다..,1
일본인도 우리와 같은 사람이고,2
좋은사람 친절한사람 나쁜사람이 다 공존하고 있는 곳이라는 것!,2
너무 맛있게 먹었고,4
볼 것도 느낄 것도 많았던,4
겨울 여행지로,4
"저렴하게 다녀올 수 있는데,",3
저렴한 가격으로,3
알뜰하게,3
여행 떠나보시길 추천드려요~!,3
고대 역사가 살아 숨쉬는,3
매력적인 도시,3
한국인이 머물기 좋은,3
찾아오시기는 어렵지 않은,3
한 번 쯤 방문해 볼 만한,3
로마여행명소,4
편안하고,3
아늑한 분위기로,3
심적으로 안정이 되는 곳이랍니다.,3
방이 커서,3
전체적인 분위기도 깔끔하면서,3
정갈한게,3
손님맞이 준비가 잘되어 있단 느낌이 많이 들었어요~,4
욕실과 화장실도 넉넉하게 구비되어 있어,3
불편함 없이 이용할 수 있었어요.,3
하늘은 너무 맑아,4
정말 보기 좋더라구요~,4
풍경도 넘 좋아서,4
진짜 이탈리아에 왔다는 느낌이 팍팍 든답니다.,4
맛있는 카페프레도를,3
디저트가 정말 맛있더라구요~!,4
걸어서 중고시장을 이용할 정도로 가까웠는데,3
슈퍼(COOP) 및 쇼핑센터(COIN)도 바로 편리하게이용할 수 있는,3
지리적인 강점을 가지고 있는,4
하나 사들고 오고 싶었지만,3
로마의 명품 감성이 느껴지더라구요~,4
다양한 물품들이 가득해서,4
한인민박에 묵는 장점을 살려 투어를 진행하니,3
추억도 많이남고,4
자세한 설명을 곁들일 수 있어,3
기억에 많이 남더라구요~,4
풍성한 한식이,3
가장 걱정되었던,0
식사는,3
여행하는데 어려움은 없었답니다~!,3
가격도 호텔에비해 무척 저렴하기 때문에,4
경비를 많이 아끼실 수 있어요~!,4
자연과 함께 편안한 휴식을,3
즐길 수 있어서,3
진짜 힐링할 수 있는 곳인것 같았어요!,4
펜션에서 바다가 바로 보이는곳이라,4
더욱 더 매력적이었어요.,4
추억 사진도 남길 수 있어요~,3
"객실은 딱 아담한 사이즈고,",2
이불이 푹신하더라구요~ ㅋㅋ,4
원목 분위기로 고급스러운 느낌도 나요 ㅎㅎ,4
햇살이 방안을,3
뭔가 힐링되는 느낌!,3
화장실도 깔끔해서,3
좋았어요.,3
뭔가 산뜻한 기분이 들더라구요~,3
힐링하러 가기엔 딱 좋을듯 해요.,4
알찬 휴가 보낼 수 있는곳이에요~,3
꽤 괜찮은 힐링이 되더라구요~,4
기억속의 또렷히 남아있는,4
그 인기는 해가 바뀌고서도 계속 이어졌죠 !,4
실제 사건과 차이가 있어,1
말도 많았고,1
호불호가 많이 갈리는,2
명작이 아니였나 생각이 듭니다.,4
관전 포인트 !,3
재판과정이 정말 기억에 남는거 같아요,4
큰 줄거리는 간단합니다.,2
할 말을 잃게 만드는,4
명연기 였던거 같아요 ~!!,4
실화와 허구의 경계선을 찾는 것도 하나의 재미였구요~,3
보는내내 노무현대통령의 이야기인걸 생각도 못하고 봤던거 같아요..,2
웃으면서도,3
가슴이 아프고,3
뭉클해지는..,3
시간가는 줄 몰랐고..,3
분노가 치밀어 오르기도 하고..,0
정말 많은걸 느끼게 해주는,4
안타깝게 죽은 노무현 대통령에 대한,1
향수를 불러일으키는,3
유럽여행 하면 빠질 수 없는,4
유명한 성역.,3
야경의 감동을 느낄 수 있는 투어,4
사장님이 센스있으시고,3
정말 친절했어요~ ㅋㅋ,4
몽생미셸의 축소판 미니미니~,3
캬~ 반듯한 정원~,4
양떼들도 굉장히 장관이에요~,4
야경의 감동을 느낄 수 있는 투어 !!,4
금전적인 배려도 많이 해주시구 ㅠㅠ,4
가장 좋았던건,4
이동 차량이 너무 좋았어요 ㅎㅎ!,4
크게 트러블없이,3
자유시간도 충분히 주셔가꾸,3
또 오고 싶당 ㅠ_ㅠ,3
프랑스 여행가실 분들은,4
저렴하게 머물 수 있는,3
두근두근 예약한,3
오션뷰가 아름다운,3
특이하게,3
하얗고,3
반짝반짝하죠 ㅋㅋㅋ,4
딱 봐도 최근에 지은,3
새 호텔 티가 나요.,3
찜질방에 입장하는 것 같았어요 ㅋㅋㅋ,2
편하게 앉아서 광안리 바다를 볼 수 있는,3
안심하고 묵으셔도 되요 >_<,4
정갈하게 세팅이 되어있어요.,3
깔끔하니,3
기분이 참 좋네용 흐흐,4
조용하고,2
어둑한 복도,2
광안리 어느 호텔이 오션뷰 룸을 단돈 4만원에,4
딱 한사람 누울 수 있는 공간이에요 ㅋㅋㅋ,2
계단 아래에 천이라도 좀 덧대주세요..... 아파요..,1
정말 작지만,0
알차게!,3
물도 뜨시게,3
룰루랄라 씻었어요.,3
정말 깔끔하게,4
대만족❤️,4
세탁기도 있는데 진짜,2
잠옷 졸귀..,4
통도 널널하고,3
넘 편해서,4
넘 춥고,0
아름다운 나이트뷰❤️,4
정말 아담한 캡슐방이죠? ㅎㅎㅎㅎㅎ,4
맑은 풍경도,3
시설도 깔끔하고,3
편하게 잘 묵다 왔어요 ㅎㅎ,4
딱 하루나 많아봤자 이틀? 묵기에 좋은,3
소음에 예민하거나 좁은거 싫어하는 분들은,1
벌집에 들어간 느낌도 나고....,3
미래의 주거공간에 사는 듯한 느낌도 들고..,3
독특했네요!,3
방 종류가,3
무릎이 넘 아프긴했지만.... ㅠ,0
화려한 액션이 있거나 볼거리가 많은 영화는 아니다.,1
잔잔한,3
의미가 있을 거 같아서,3
의미가 있을 것이다.,3
"혹은 패터슨처럼 인정하지는 않지만,",1
즐기면서 하는 일이 있을 거다.,3
내 일상을 조금 다르게 만들어주는 건 무엇이 있을까?,2
정말 다양한 종류의 빵들이,4
얘네들을 꼭 먹어야겠다 싶더라고요.,4
날씨도 좋고,3
뷰도 좋고,3
신선놀음 :),4
아쉽지만,1
주차 때문에 다들 힘들어하시는 듯하네요.,1
대기자 명단에 놀랐는데요.,3
성수기엔 더더욱,3
역시 속초 맛집!,4
아쉽지만,1
물회에는 역시 국수인 듯! bb,4
밥 드실 분들은 그냥 회덮밥을 주문하시는 게 더 좋을 것 같아요.,4
사랑받는,4
가자미를 가득 올려주신 가자미 물회!,3
식감은 세꼬시를 먹는 느낌이에요.,2
잔가시가 좀 있어서,1
아이들은 오징어 물회가 좋을 것 같아요.,3
가자미 물회 처음 먹어보는데 정말 맛있었어요!!,4
다시 방문하고 싶어요.,3
밥은 괜찮은데,3
국수는 먹다 보니 양이 적은 느낌 ㅋㅋ,0
추가해서 드시면 좋을 것 같아요.,3
일찍 오길 정말 잘했구나 ㅋㅋ,4
다음번에 오징어 물회도 먹어보고 싶네요!,3
찾기도 쉽다.,3
주민들에겐 이웃집 같은,3
아담한 규모이다.,3
상당한 어려움이 있었을 것이다.,0
간결하고,3
단아한 멋을 지니고 있다.,3
근엄한 양반가옥 형태이다.,3
애석할 따름이다.,1
"경주 석굴암의 부처님을 닮은 듯한 모습이지만,",2
그리 섬세하지는 않다.,1
섬세하지 않은 몸에,1
갸름하고,3
"작은 얼굴,",3
큰 눈과,3
"높은 콧대,",3
"두꺼운 입술,",3
길게 늘어진 귀 등,3
얼굴 부분에 정성을 들였다.,3
통일신라시대 부처님의 특성을 보이고 있어,3
원효대사의 설화를 믿고 싶다.,3
잘 보존된,4
쌍촌동 주민들이 아침저녁으로 산책하다 만나는 어느 이웃집 같은 풍경을 보여주고 있어,3
낯설지 않았다.,3
서구 8경을 둘러보는 것도 의미 있는 광주 여행이 될 듯하다,3
주차장은 꽤 넓다.,3
출렁다리까지도 그리 멀지 않다.,3
고추 이름이 청양이니 충남 청양이 주인 노릇을 하고 있는 것도 어쩜 당연하다.,3
아쉽게도 올해 3월 경기도 파주시가 마장호수에 개장한 220m 출렁다리에 뺏겨 2위 기록으로 남게 되었다.,1
교각은 압도적 크기의 고추와 구기자이다.,4
"진짜 출렁거리지만,",2
진짜 출렁다리인 것이다.,2
마치 놀이공원에서 무언가 타는 스릴감이 있다.,3
가장 멋지게 조망할 수 있는 곳이 산꼭대기에 있는 전망대이다.,4
"다 조망이 된다면 좋겠지만,",3
아쉽게도 전망대 어디에서 찍어도 좌측은 안 나온다고...ㅎㅎ,0
아이를 갖게 해주는 소원만 들어준다고 하니 명심하시길...,2
소원바위를 거쳐 황룡상과 구기자 정자까지는 그리 멀지 않다.,3
꼭 소원바위도 보고,3
둘레길도 좀 걸어보시길...,3
닭볶음탕 중 최고로 매웠다는...,2
그것이 바로 청양고추의 힘이지 싶다.,3
"그리 높지 않지만,",3
"동쪽으로 두솔성지(자비성)와 도림사지, 남쪽으로 금강사지와 친정대, 남서쪽으로 정혜사, 서쪽으로 장곡사가 모두 연대된 백제인의 얼이 담긴 천년시적지이다.",2
대자대비하신,4
부처님의 사랑이 가득한,4
가을 풍경이 예사롭지 않다.,3
걸을만했다.,3
여기서 커피 한잔하고 가면 딱 좋겠다는...,3
그냥 가면 후회하니깐...,1
주차장은 꽤 넓다.,3
이토록 아름다운 대웅전 바닥을 본 적이 없다.,4
가히 국보의 위용을 볼 수 있다.,4
국보와 보물이 수두룩한,4
"문화재관람료를 받으면 절도 부유할 것이지만,",3
부처님의 사랑을 직접 행동으로 실천하고,3
탐욕에 대한 무소유의 가치를 더 높이 사는 것 같다.,3
파격적인 나들이다.,4
눈에 딱 띄었으니,4
가장 눈에 띈 것은 11.5m 높이의 칠갑산 천하대장군과 지하여장군.,4
꼭 체험관도 들러보시길...,4
그 해학적인 모습을,3
기분 좋은 일이다.,3
"장승을 모두 담아보고 싶지만,",3
가장 인상적인 장승만 소개한다.,4
특징 없이,1
밋밋하다.,1
칠갑산 맛 집에 매주 꽃이 피었다.,3
장 담그는 데는 일가견이 있는 듯.,3
아쉽게도 주차장 근처 식당에서 하는 바람에 장독을 열어보지 못했다.,1
넓디넓은 정원에는,3
마치 조각공원처럼 보인다.,2
"안내판이 없다는 것이 아쉬웠지만,",1
관람하면서 스스로 작품명을 붙여보고 그 의미를 탐닉하는 것도 또 다른 발상이니,3
굳이 작품 설명이 없어도 되었다.,3
공기를 실내에서도 마음껏 마실 수 있다.,4
모두 고급 소파와 탁자가 놓여있는,3
특색이다.,3
소품도 모두 고급스럽기만 하다.,3
따사로운 가을 햇살이,3
넓은 창으로 한없이 쏟아진다.,3
싱그러운 바람도,3
넘실거리는 풍경을,3
고급 음향기기까지 있어,3
고급 카페 치고는,3
엄청 싼 편이다.,4
우제길 화백의 대형 그림도 걸려있어 반가웠다.,3
조용하기 그지없는,3
소란스러우면 되겠는가.,1
풍경 좋은 곳에 위치한,3
처갓집 대식구랑 같이 묵고 싶은 곳에 추가하기로 한다.,3
부속동 옥상은 별천지다.,4
여기서는 공연을 펼쳐도 될 정도다.,3
지나갈 수밖에 없는 문화공간이다.,4
특별한 공간은,3
하룻밤 묵어가기에도 그만인,3
걷고 싶은,3
꽃잔치는 10월 28일까지 17일간 장성읍 황룡강변에서 열리는데 10월 14일 일요일 현재 개화 상태는 30% 정도로 10월 20일 경부터는 80% 이상 개화돼 꽃잔치가 끝나는 1,4
광주근교의 매력적인,3
고민이 많은 축제다.,0
추천하는 코스는,3
제1주차장이 주차하고 문화대교까지 다녀오는 것이 좋다.,3
도로 좌우 측 아무 곳에 나 주차하고 강변에 내려갔다 오면 더 좋다는 것을 말씀드린다.,4
유모차나 휠체어는 불편할 수 있다는 것을 알아야 한다.,1
교통약자에 대한 배려로 접근이 최단거리를 택해 장애우 전용 주차장으로 지정하고 홈페이지나 안내원 등을 통해 유도하는 것이 더불어 같이 축제를 즐기는 미학은 아닐까 생각해 본다.,3
징검다리를 건너 오는 사람들도 의외로 많았다.,3
특별한 볼거리를,3
고수부지는 노란색 융단으로 보일지도 모르겠다.,3
꽃도 다양하다.,3
핑크뮬리는 끄트머리에만 활짝 피었다.,3
핑크뮬리는 광주전남에서 가장 큰 식재 수를 자랑한다.,4
핑크뮬리는 위쪽은 지금 한창인데,3
남도는 아직 멀었나 보다.,1
먹거리는 아주 푸짐하다.,4
매우 다양하게 즐길 수 있다.,4
스테이크도 있어 놀랐다는...,3
관람객의 취향을 마음껏 저격했다.,4
화폐는 할인쿠폰을 사용하면 좋다.,3
산책길로는 조금 먼 편이니,1
적당히 나눠가는 것이 좋다.,3
도도히 흐르는,3
전남의 어머니 젖줄 같은 역할을 하죠.,3
"수질이 엉망이 되었지만,",1
맑고,3
투명해,3
많은 사람이 낚시도 즐기고,3
은빛 물결 넘실대는,3
